identifiant;titre
5065;Le Port de Meschers
5066;Portrait
5666;Matin sur Banyuls
5667;Yeuses
5668;Plage
5669;Soleil
5670;La Fête à Banyuls
5671;La Casa Blanca
5672;Grisaille
6407;Place d'Ota
6408;Chez Padovani
6799;Peinture
6800;Peinture
6801;Peinture
6802;Peinture
7279;Place à Cauterets
7280;Jardin ensoleillé
7671;Paysage
7672;Campagne
7673;Portrait de M. J. S…
8295;Petite place de village
8296;La maison carrée
8297;Paysage d'Auvergne
8752;La Bourboule sous la pluie
8753;Paysage d'Auvergne
5925;Portrait
8942;Paysage
9291;Les clandestines
6616;Le repos
6617;Givry (Yonne, la rue)
5519;La femme au chien
5520;Au bord du lac
5521;La femme au canapé
3594;Ma chambre (panneau décoratif)
3595;Paysages coloniaux (panneau décoratif)
3596;Paysage (étude)
4286;Paysage (environs de Royan)
4287;Paysage (environs de Royan)
4288;Paysage (environs de Royan)
4289;Etude (Biarritz)
4290;Etude (de ma fenêtre, un jour de neige)
4097;Square (plan)
6618;Ilôt 5
6619;Rue Aubry-le-Boucher
8543;La Tranche de pastèque
218;Peinture de genre
5522;Proserpine
5523;Fumée
7062;Etude
7063;Femme lisant
7511;Nu
7512;Pivoines
7513;Chrysanthèmes
7514;Fraises
7515;Figues
670;"Cinq dessins orig d'André Lhote ; pour l'ill de La Gloire de Bordeaux, de J. Valmy-Baysse"
671;Trois dessins orig de Cosyns, pour l'ill e Hossegor, de J.-H. Rosny jeune
672;Emile Henriot: En Provence, sépias de Maurice de Lambert
9148;L'atelier d'Arturo Martini (1939)
9149;La fille du peintre (1940)
2207;Nature morte
2208;Jeune fille lisant, étude
2209;Tête de caractère
2210;Portrait
2211;Marie
2212;Gaminerie
2213;Yva
2214;Paysage
2215;Portrait jeune fille
2216;Boujean, Suisse
2217;Jeune femme, étude
2218;Etude d'arbre
2219;Vieille Bordelaise
2220;Etable
2221;Macolin, Suisse
2222;Tête, pochade
2886;Eglise de Collonges (Corrèze)
2887;Le marché de Beaulieu (Corrèze)
2888;Le vieux clocher Beaulieu (Corrèze)
2889;Castel Maussac, Collonges (Corrèze)
2890;Portrait
2891;Le ruisseau du Breuil (Corrèze)
2892;La chapelle des Pénitents, Beaulieu
2893;"Collonges ""la ville rouge"" (Corrèze)"
2894;Fleurs
2895;Le tilleul
2896;Fleurs
3597;La plage de Bienne
3598;Pins à Taussat
3599;Le soir sur le lac
3600;Le matin au pâturage
3601;Etude
3602;Nu étude
7202;Les tulipes
7203;Le pont de Brantôme
7204;L'atelier
9105;Nature morte aux oranges
9106;Bidarray
9107;Etang du Moutchic
9292;Peinture
9434;Paysage
9435;Paysage
9611;Peinture
9612;Aquarelle
9753;La rue sous la pluie
2223;Rue d'Ascain
2224;Coin d'atelier
2225;Jarin d'Ascoubia
2226;Vieille Basquaise
673;Quatre reproductions de dessins tirées de l'édition Les dessins de Degas
932;Jésus chez Marthe et Marie
933;Vue prise à Saint-Emilion
3603;Cierges
3604;L'enfant nu
219;Sanguine
220;Dessin
5333;Nu
2899;Fleurs des champs
2900;Fleurs des champs
2901;Fleurs des champs
2902;Fleurs des champs
2903;Fleurs des champs
2904;Fleurs des champs
2905;Fleurs des champs
882;Les Roches Tuillières
883;Effet de vague
884;Les pins (Arcachon)
885;Vieille ferme auvergnate
886;Maison basque
3607;Gorges d'Antorre (Lot)
3608;Place Marcadel, St-Céré (Lot)
3609;Rue Saint-Cyr, Saint-Céré
3610;Pont de Betharram
3611;Vieilles maisons à Saint-Pé, Hautes-Pyrénées
4291;Marine
4292;Le gave et grottes de Betharram
4293;Vieilles maisons St-Céré
4294;Eglise de Rioulles (Basses-Pyrénées)
4885;Nature Morte aux pommes
4886;Paysage
221;Eglise de l'Ile Rousse (Corse)
222;Route à Corte (Corse)
934;Nature morte aux harengs
935;Village de Bedous
1531;Eglise de Vieille-Brionde
1532;Dardennes (Var)
2227;Paysage de Haute-Loire
2228;Nature morte
2897;Nature morte
2898;Nu
3605;Nature morte
3606;Anémones
4295;Carrières sur Seine (jardin)
4296;Nature morte
4887;Gâteaux
4888;Epiais (S.-et-O.)
4889;Paysage
4890;Nu
8544;Fête foraine à Sète
8852;Port de Sète
5926;La plage
2229;Eglise de Puy Lévêque (Lot)
2230;Château Bonaguil (Lot)
2231;Château Comtal (Carcassonne)
2232;Iris
7516;Etude de verres
7517;Négresse aux fruits
7518;Zinnias
7519;Le Pont d'Espalion
7520;Portrait de M. …
8156;Nature morte au sablier
8157;Marguerites et pétunias
8943;Le port
9108;Peinture
9436;New York
9706;Peinture
9844;Nature morte
9845;Cathédrale de Clermont sous la pluie
2233;Régates à Cowes (Marine)
2234;Virage à la bouée (Marine)
2235;Au port, le soir (Marine)
2236;Gros temps (Marine)
8546;Peinture abstraite
8547;Peinture abstraite
8936;Jeune fille au tapis rouge
8937;Fenêtre ouverte sur Paris
4891;Le piano près de la fenêtre
4892;Paysage
1972;Le poète
674;Roger Avermacte, La gravure sur bois moderne de l'Occident, avec 238 ill (Livre)
675;Marcel Boulestin, Dans les Flandres, Britanniques, ill par J.-E. Laboureur (Livre)
676;J.-Ch. Brunet : Manuel du libraire et de l'amateur de livres (livres)
677;Carte d'adresse : aqu en couleurs de Pierre Paschal (cadre)
678;René Châteaubriand, avec 24 pointes-sèches en couleurs de Malo-Renault (cadre)
679;Ch Damiron, La faïence de Lyon, ill (livre)
680;Claude Debussy, Lettres à son éditer, avec portrait à l'eau-forte par Ivan Thiele (livre)
681;Loys Delteil, Manuel de l'Amateur d'estampes des XIXme et Xxme siècles, avec 108 reproductions (livres)
682;Loys Delteil : 700 reproductions d'estampes des XIXme et Xxme siècles (livres)
683;P. Deschamps et G. Brunet : Supplément du manuel du libraire (livres)
684;Claude Farrère : Contes d'outre et d'autres mondes (Livre)
685;Claude Farrère : Trois histoires d'ailleurs (livre)
686;"Armand Rassenfosse. Trente compositions au crayon de couleur pour ill ""Les fleurs du mal"" de Baudelaire (Cadre)"
687;"Claude Tillier : ""mon oncle Benjamin"" aqu de Pierre Paschal (cadre)"
688;Un Bibliophile (P. Deschamps) : Dictionnaire de géographie ancienne et moderne, à l'usage du Libraire et de l'Amateur de Livres (livre)
1533;Juillet
1534;Nuages sur la montagne
1535;Roses
1536;Le Mont Aigu
1537;La maison abandonnée
1538;En vacances
2025;Passé et présent
223;Peinture
224;Peinture
3612;La paysanne aux Rochers
3613;Le Port
4893;"""Oliviers à Cassis"""
4894;"""Bouquet de Dahlias"""
2006;Fontaine d'oubli
2007;Le canot
2008;Sur la grève
3632;Nature morte
3633;Concarneau
3634;Phare à Cayeux (Somme)
3635;Chat roux
8551;"""Mélanie"" (composition)"
4297;Quinze février
4298;Fleurs
4299;Le vallon après l'orage
4300;Nargalotte
5524;Devant la fenêtre
5525;Les châtaignes
5526;Le fauteuil blanc
5527;Le balcon du retraité
5528;Nature morte
5529;Par la fenêtre
6082;Hiver
6083;Plénitude
6084;Le petit poirier blanc
6085;L'arbre mort et le bistrot bleu
6086;Simple histoire
6620;Le bistrot bleu et l'arbre sec
6621;La montagne joyeuse
6622;Septembre
6623;Le porche de la vieille demoiselle
6624;Calme du soir
7205;Le fauteuil blanc
7206;Détresse provinciale
7620;In memoriam Maurice Jaubert
7992;Nature morte
8268;Peinture
8269;Peinture
8270;Peinture
8449;Les Moussous
8450;Paysage
8549;Paysage
8687;Peinture
8894;Paysage urbain
9005;Peinture
9006;Paysage au mur
9007;Paysage au mur
9293;Nature morte
9294;Dessin
9295;Dessin
9437;Paysage au mur (Aveyron)
9438;Causse (Cantal)
9439;La Lingère
9613;Peinture
9614;Peinture
9754;Peinture
9755;Peinture
4301;Le poirier
4302;La cité des chiffonniers
4895;Nuages dans la vallée
4896;Village d'Hauteluce (Savoie)
4303;Pins aux environs de Martignas
4304;Pins Francs à Beau Désert, Mérignac
4305;Coin chemin Breau à Caudéran
4306;Coin rue Pasteur à Caudéran
6087;Paysage - Lavoir
6088;Paysage - Sous bois
6089;Bords de la Garonne
6090;Bords de la Garonne
6091;Fleurs Tulipes
6092;Fleurs Tulipes
7064;Neige
7065;Les tulipes
7066;Observation
7067;Paysage. Espelette (Basses-Pyrénées)
7068;Espagnol (Séville)
7521;Paysage d'hiver
7522;Les Roulottes
7523;Les Roulottes
7524;Les Tulipes. Fleurs
7525;Marine. Brienne
7526;Les vaches. Eysines
7906;Paysage, Banlieue de Bordeaux
7907;"Marine. ""Andernos"", Le Bétey"
7908;"Marine. ""Andernos"", Le Bétey"
8262;Marine à Andernos (le matin)
8263;La maison du pêcheur (Andernos)
8264;Les pinasses à Andernos
8265;Mauvent temps sur le bassin
8266;Le chenal, Andernos
8267;Rue à Caudéra
8550;Chemin Deveaux à Caudéran
8688;Bord du bassin, Le Mauret, Andernos
8689;Le Chenal, Andernos
8895;Neige (passage à niveau rue Pasteur, à Caudéran)
9008;Paimpol, la pointe du Guilhen
9009;Paimpol, vieilles maisons
9010;Nu
9440;Port de La Teste, côté droit
9441;Port de La Teste, côté gauche
9442;Mauvais temps sur le Bassin
9443;Eclaircie sur le Bassin
9615;Eclaircie sur le bassin
9616;"En Normandie ""les Meules"""
9617;Les Falaises à Puy
9756;Au port de Taussat
9757;Au port de Taussat
225;Une rue de la Casbah à Alger
226;Une rue couverte à la Casbah d'Alger
227;Intérieur de maison alpin à Névaches (Hautes-Alpes)
228;Chalet alpin à Beaufort-sur-Doron (Savoie)
229;Chalet alpin à Beaufort-sur-Doron (Savoie)
230;Le bac de Campniac (Périgueux)
231;Oued Kherma au Mzab (Sahara)
232;Oued Kherma au Mzab (Sahara)
233;Chapelle Saint-Hypolyte à Névaches (Alpes)
234;Cascade de Fond-Couverte à Névaches (Alpes)
235;Fépin-sur-Meuse (Ardennes)
236;Fépin-sur-Meuse (Ardennes)
237;Montigny (Ardennes)
238;Fépin-sur-Meuse (Ardennes)
239;Etang à Haybes-sur-Meuse (Ardennes), et quelques autres tableaux de la Savoie, des Ardennes, de la Dordogne, du Maroc et du Sahara
2237;Oranges et cuivres (nature morte)
2238;Anémones (fleus)
2239;Zinnias (fleurs)
2240;Zinnias (fleurs)
2241;Intérieur d'Eglise (Sainte-Croix)
2242;Intérieur d'Eglise (Saint-Michel)
2906;Pivoines roses
2907;Pivoines blanches
2908;Chrysanthèmes
2909;Zinnias
2910;Roses
2911;Cerises
2912;Anémones
2913;Oranges
3614;Anémones
3615;Zinnias
3616;Oranges et citron
3617;Prunes
3618;Soucis
3619;Zinnias
3620;Roses
3621;Pêches
4307;Nature morte
4308;Capucines
4309;Chrysanthèmes
4310;Coin de jardin
3622;Nature morte
3623;Fleurs
3624;Nature morte
3625;Crépuscule
3626;Printemps (esquisse)
3627;Nature morte
3628;Portrait
3629;Paysage
4311;Portrait
4312;Paysage
4313;Essai
4314;Paysage
4315;Nature morte
2914;Le contrebandier
2915;Le pelotari
2916;Visage de frontière
5530;Dahlias
5531;Fleurs des champs
4316;La Signardie (Dordogne)
4317;Vieilles maisons à Terasson (Dordogne)
4318;Chavagnac (Dordogne)
4319;Château de Gaubert (Dordogne)
4320;Condat (Dordogne)
4321;Larche (Corrèze)
4897;Castel de Maussac, Collonges-la-Rouge
4898;Vieilles maisons à Collonges-la-Rouge
4899;Autre vieille maison à Collonges (Corrèze)
4900;Rochers par temps gris à Biarritz
4901;Une ferme basque
4322;Beroetta
4323;Ferme Basque
4324;Etude d'Arbre
4325;Lac Blanc (Sanotan)
4326;Gripp
4327;Soirée d'automne
4328;Les Tours de Barbaste
6093;Le ruisseau
6094;L'église de Bassoues d'Armagnac
6095;Ferme gasconne (Mirande)
6096;"""Per prophetas"""
6097;"""Cisterciens"""
6098;"""S'il y a un Dieu là-haut"""
6099;"""La neuvième heure"""
6100;"""Hantise"""
6101;Christ
6102;Portrait
6413;L'Esprit de pauvreté (terre cuite)
6625;"""Semer"""
6626;"""Christer"""
6986;Tête de Christ (sculpture pierre)
6987;Tête de Christ (terre cuite)
6103;Un coin de Rions (Gironde)
6104;Château Montesquieu, façade Ouest (Gironde)
6105;La Garonne aux environs d'Ambarès (Gironde)
6106;Un coin de Bourg-sur-Gironde
6107;La Garonne aux environs de Langoiran (Gironde)
6108;Un coin de Cadillac (Gironde)
6109;La Garonne à Lestiac (Gironde)
6627;Par moi-même
6628;Jeune fille oranaise
6629;Portrait du Maître crayonniste Griffon
6630;Vieil homme de chez nous
6631;Chemin des Briques. Talence (Gironde)
6632;Vieille femme de chez nous
6633;Neige sur Bordeaux
6634;Paysage à Langoiran (Gironde)
6635;Domingo Ortéga
6636;La Seine
1539;Le village de Noaillan
1540;Jour d'automne à Autonion
1541;Eglise du Nizan
1542;Eglise d'Uzeste
1543;Eglise de Poussignac
1544;Chênes à Lanton
1545;Ormeau à Lanton
1546;Nizan, paysage d'automne
1547;Arlac en 1916
1548;Le château de Roquetaillade
2243;Collégiale d'Uzeste : Tombeau du Pape Clément V
2244;Mon jardin
2245;Pin à Claouey
2246;Château de Roquetaillade
2247;Avant le péché
2248;Paysage d'automne
3630;L'orme
3631;Le Campo-Santo
4331;Bazas
4332;Paysage en Bazadais
4333;Lanton
4902;Paysage Bazadais
4903;Paysage Bazadais
4904;Village du Nizan
5532;Le Pin-Franc de Boyrin
5533;Eglise d'Artigues
5534;Les Pommiers en fleurs
5535;St-Macaire
5536;Le Moulin de Gans
5537;Automne à Antonion
5538;Les Peupliers
6110;Le Nizan
6111;Paysage
6112;Paysage
6113;Mariage
4334;Enlèvement d'Europe (esquisse pour tapisserie)
4905;La toilette de la mariée
5334;Composition
4329;Portrait
4330;Golfe Juan
4906;Le jardin
4907;Réunion
8158;Murailles
1989;La plage
1990;Chênes lièges le soir
4908;En barque
8627;Paysage d'automne banlieue parisienne
7355;Esquisse de la fresque de l'amphithéâtre de la Bourse du travail
4909;Petit garçon nu
4910;Paysage (Moulin d'Abzac)
5539;Nature morte
5540;Boules de neige et roses
5541;Préfailles, rochers de la cote
6637;Pivoines roses
6638;Préfailles-sur-Mer
6639;"Porte arabe au ""Hoggar"""
6640;Rose safranée et myosotis
6641;Le Médie II à Dakar
2249;Le potiron
2250;Le vase de cuivre
4335;Buste de femme en jaune
4336;Les coings (nature morte)
4337;Vieille ferme aux Eyzies (paysage)
4911;La prière
4912;Chrysanthèmes
4913;Paysage aux Eyzies
5542;Fillette en rouge
5543;Vieille ferme en Dordogne
5544;Coin de rochers aux Eyzies
6114;La violoniste
7433;Intérieur Eglise Sainte-Croix, Bordeaux (Gravure)
7434;Foire
7808;Vieux pont à Chartres (Eure-et-Loir)
7809;Chartres. Maison du Saumon
7810;Arbres dans les champs
9109;Paysage de neige
9110;Montagne
2689;Jeunes Espagnols
2690;Eglise de Floirac
2691;Chemin à Floirac
3636;Marine
3637;Marine
3638;Marine
3639;Dans les pins
4338;La cour aux arcades
4339;La cage
4340;Ferme à Floirac
7435;Fleurs de Fontenelle
2019;L'accordéoniste
4914;Le modèle
4915;Oliviers
7621;Musique
7622;Les garnements
7623;Visage de femme
7624;Nu
7625;Croquis
7993;Petits égreneurs
7994;Portrait de Mme B…
7995;Tête de jeune homme
8271;Les 2 fauteuils
8272;Pochade
8273;Pochade
8552;Composition aux coquillages
8690;Fauteuil Louis XIII
8691;L'Orchidée
8692;Paysage
936;Rocher d'Agay
937;Pins au Trayas
1549;Port de Cannes
1550;Vue de Martigues
2251;Port de Marseille
2252;Pins vers Cannes
3640;Saint Tropez : le Vieux Port
3641;Saint Tropez : la Citadelle
240;La Rue
938;Battage
939;Dernière
1551;Peinture
1552;Peinture
2253;Effervescence
2254;Evolution
2255;Sérénité
2256;Dislocation
241;Pensive
242;Etudes : Type basque, vieillard breton
243;Etudes : Vieilles bretonnes, femme allumant sa pipe, femme fumant sa pipe, fileuse
8390;Lampe et pomme
8853;Chantier, le soir
8854;Tournesols
1553;Un dessin
1554;Un dessin
1555;Un dessin
1556;Un dessin
1557;Un dessin
1558;Un dessin
9444;Le grand étang
9445;Le chemin montant
9446;Les Roseaux
9447;Coup de vent sur l'étang
9448;Les gerbes
9449;Les nénuphars
9618;Paysage sous la neige
9619;Le Barrage
9620;Les Peupliers
9758;Un port de pêche en Hollande
9759;Coup de soleil sur la nuée
9760;La barque du pêcheur d'alores
9761;Petite scène de vendanges
9762;Soleil matial sur la montagne
9111;Ressouvenir
244;Tête de vieux
245;Champignons
246;Environs de Royan
247;Effet de neige
248;Ancien moulin
940;Environs de Royan
941;Eglise de Cravans
942;Coin de Ferme saintongeoise
943;Tête de chien
8391;Port de mer
8855;La fête
6642;Paysage de Monesties (Tarn)
6643;Paysage de Monesties (Tarn)
6644;Paysage de Monesties (Tarn)
6645;Paysage de Beynac
6646;Les Docks de Bordeau
944;Négresse
945;Paysage sous-marin
1559;Cyprès à St-Michel (A.-M.)
1560;Pergola à Cimiez (A.-M.)
1561;Fontaine à Bouyon (A.-M.)
1562;Maison du port à Villefranche (A.-M.)
4341;Paysage
4342;Nu
6647;Peinture
6648;Peinture
7436;Paysage
7626;La route sous la pluie
7627;Le port de Ciboure
7628;Paysage
7629;La place de Ciboure
7996;Paysage
8451;La route de Camarsac
3642;Nu
4088;"Une Statuette en cristal de roche sur toile en lapis lazuli intitulée ""Jeunesse"" (glyptique)"
4089;"Une statuette en calcédoine bleue intitulée ""Inquiétude"" (glyptique)"
4090;Trois bagues en pierre demi-précieuses (glyptique), chaque 500 fr
4091;Deux lamées monture argent (glyptique), chaque 800 fr
6649;Coin de Charente
6650;Ombrage
6651;Bord de la Garnne
6652;Paysage
946;La femme à la mandoline
947;Peinture
948;Modèle fatigué
2009;Bois
2010;Bois
5927;Peinture
8553;Nature morte
8825;La fille de l'artiste
8826;Le bon Samaritain
2257;La galerie Montparnasse
2258;Notre-Dame vue du quai de l'Hôtel-de-Ville
2259;Le nouveau port à Bastia
2260;Le pont Saint-Etienne et la cathédrale à Limoges
2261;Vieux chaumes à Rosporden
2262;Marseille. Le vieux port. Vue générale
2263;Vieux châtaignier à Villefort (Lozère)
2264;Portrait de Mlle C. D…
2265;La falaise et la mer à Morgat, temps gris (Finistère)
2266;Aiguille de rocher à Morgat (Finistère)
2267;Le colloque
2268;Rêves
2269;Rêves
2270;Rêves
2271;Rêves
2272;Rêves
2273;Rêves
2274;Rêves
2275;Rêves
2276;Rêves
9150;L'étourneau mort (1938)
9151;Fleurs (1938)
9152;L'attente (1938)
9153;La visite (1938)
9154;Les ivrognes (1938)
9155;La rixe (1938)
9156;Le traître (1938)
9157;La collection (Hommage à Luigi Bartolini) (1947)
4916;Anémones
4917;Paysage (Livry-sur-Seine)
7069;"""Ecce Homo"" (Marqueterie)"
7070;Les roses (Marqueterie)
7071;Bouquet de fleurs (Marqueterie)
7072;L'orchidée (Marqueterie)
7073;"Coffret pour ""l'Empereur"" (Marqueterie)"
6115;Place de la Concorde, Paris
6116;Nu
6117;Nu
6118;Pont-Neuf (Paris)
6119;Notre-Dame-de-Paris
6989;Le Moulin Rouge, Paris
6990;Le jardin de la Cité, Paris
6991;Fleurs
6992;Fleurs
6993;La plage des Abatilles
6994;La plage des Abatilles
6995;Annabella, Pyla
7630;La Seine à Paris
7631;Montmartre
7997;Plaisirs d'été
8554;Baigneuses
7437;Place de la Concorde
7438;Nu
8634;Les Danseuses (ballet russe)
4343;Figure
4344;Composition
4918;Intérieur d'été
4919;Le rocher
949;Plastique
950;Plastique
951;Masque
952;Masque
1563;Plastique
